lemma,sense1,sense2,distLEX,distMW,distOpti,syn1,syn2
fly,PWN-fly-n-4,PWN-fly-v-3,4,10,0.411111111111111,00128638-n,01941093-v
fly,PWN-fly-n-4,PWN-fly-v-8,5,11,0.472222222222222,00128638-n,02073065-v
fly,PWN-fly-n-4,PWN-fly-v-11,5,10,0.444444444444444,00128638-n,02075462-v
fly,PWN-fly-n-4,PWN-fly-v-10,3,9,0.35,00128638-n,02140965-v
fly,PWN-fly-n-4,PWN-fly-n-1,15,18,1,00128638-n,02190166-n
fly,PWN-fly-n-4,PWN-fly-n-3,2,2,0.122222222222222,00128638-n,03373060-n
fly,PWN-fly-n-4,PWN-fly-n-5,15,18,1,00128638-n,03373237-n
fly,PWN-fly-n-4,PWN-fly-n-2,2,2,0.122222222222222,00128638-n,04412097-n
fly,PWN-fly-v-14,PWN-fly-v-7,13,2,0.488888888888889,00153061-v,00545292-v
fly,PWN-fly-v-14,PWN-fly-v-13,10,11,0.638888888888889,00153061-v,01402765-v
fly,PWN-fly-v-14,PWN-fly-v-4,11,4,0.477777777777778,00153061-v,01451842-v
fly,PWN-fly-v-14,PWN-fly-v-6,10,2,0.388888888888889,00153061-v,01839404-v
fly,PWN-fly-v-14,PWN-fly-v-9,10,1,0.361111111111111,00153061-v,01840238-v
fly,PWN-fly-v-14,PWN-fly-v-2,7,2,0.288888888888889,00153061-v,01842068-v
fly,PWN-fly-v-14,PWN-fly-v-12,10,2,0.388888888888889,00153061-v,01847845-v
fly,PWN-fly-v-14,PWN-fly-v-5,11,4,0.477777777777778,00153061-v,01848058-v
fly,PWN-fly-v-14,PWN-fly-v-1,10,3,0.416666666666667,00153061-v,01940403-v
fly,PWN-fly-v-14,PWN-fly-v-3,11,1,0.394444444444444,00153061-v,01941093-v
fly,PWN-fly-v-14,PWN-fly-v-8,8,2,0.322222222222222,00153061-v,02073065-v
fly,PWN-fly-v-14,PWN-fly-v-11,6,2,0.255555555555556,00153061-v,02075462-v
fly,PWN-fly-v-14,PWN-fly-v-10,8,4,0.377777777777778,00153061-v,02140965-v
fly,PWN-fly-v-14,PWN-fly-n-1,15,18,1,00153061-v,02190166-n
fly,PWN-fly-v-14,PWN-fly-n-3,13,10,0.711111111111111,00153061-v,03373060-n
fly,PWN-fly-v-14,PWN-fly-n-5,15,18,1,00153061-v,03373237-n
fly,PWN-fly-v-14,PWN-fly-n-2,13,12,0.766666666666667,00153061-v,04412097-n
fly,PWN-fly-v-7,PWN-fly-v-13,9,12,0.633333333333333,00545292-v,01402765-v
fly,PWN-fly-v-7,PWN-fly-v-4,10,5,0.472222222222222,00545292-v,01451842-v
fly,PWN-fly-v-7,PWN-fly-v-6,9,2,0.355555555555556,00545292-v,01839404-v
fly,PWN-fly-v-7,PWN-fly-v-9,9,3,0.383333333333333,00545292-v,01840238-v
fly,PWN-fly-v-7,PWN-fly-v-2,6,2,0.255555555555556,00545292-v,01842068-v
fly,PWN-fly-v-7,PWN-fly-v-12,9,4,0.411111111111111,00545292-v,01847845-v
fly,PWN-fly-v-7,PWN-fly-v-5,10,5,0.472222222222222,00545292-v,01848058-v
fly,PWN-fly-v-7,PWN-fly-v-1,9,4,0.411111111111111,00545292-v,01940403-v
fly,PWN-fly-v-7,PWN-fly-v-3,10,3,0.416666666666667,00545292-v,01941093-v
fly,PWN-fly-v-7,PWN-fly-v-8,7,2,0.288888888888889,00545292-v,02073065-v
fly,PWN-fly-v-7,PWN-fly-v-11,7,3,0.316666666666667,00545292-v,02075462-v
fly,PWN-fly-v-7,PWN-fly-v-10,7,5,0.372222222222222,00545292-v,02140965-v
fly,PWN-fly-v-7,PWN-fly-n-1,15,18,1,00545292-v,02190166-n
fly,PWN-fly-v-7,PWN-fly-n-3,12,11,0.705555555555555,00545292-v,03373060-n
fly,PWN-fly-v-7,PWN-fly-n-5,15,18,1,00545292-v,03373237-n
fly,PWN-fly-v-7,PWN-fly-n-2,12,13,0.761111111111111,00545292-v,04412097-n
fly,PWN-fly-v-13,PWN-fly-v-4,3,11,0.405555555555556,01402765-v,01451842-v
fly,PWN-fly-v-13,PWN-fly-v-6,2,12,0.4,01402765-v,01839404-v
fly,PWN-fly-v-13,PWN-fly-v-9,2,11,0.372222222222222,01402765-v,01840238-v
fly,PWN-fly-v-13,PWN-fly-v-2,3,12,0.433333333333333,01402765-v,01842068-v
fly,PWN-fly-v-13,PWN-fly-v-12,2,10,0.344444444444444,01402765-v,01847845-v
fly,PWN-fly-v-13,PWN-fly-v-5,3,10,0.377777777777778,01402765-v,01848058-v
fly,PWN-fly-v-13,PWN-fly-v-1,2,10,0.344444444444444,01402765-v,01940403-v
fly,PWN-fly-v-13,PWN-fly-v-3,3,11,0.405555555555556,01402765-v,01941093-v
fly,PWN-fly-v-13,PWN-fly-v-8,4,12,0.466666666666667,01402765-v,02073065-v
fly,PWN-fly-v-13,PWN-fly-v-11,4,11,0.438888888888889,01402765-v,02075462-v
fly,PWN-fly-v-13,PWN-fly-v-10,2,10,0.344444444444444,01402765-v,02140965-v
fly,PWN-fly-v-13,PWN-fly-n-1,15,18,1,01402765-v,02190166-n
fly,PWN-fly-v-13,PWN-fly-n-3,3,3,0.183333333333333,01402765-v,03373060-n
fly,PWN-fly-v-13,PWN-fly-n-5,15,18,1,01402765-v,03373237-n
fly,PWN-fly-v-13,PWN-fly-n-2,3,3,0.183333333333333,01402765-v,04412097-n
fly,PWN-fly-v-4,PWN-fly-v-6,3,5,0.238888888888889,01451842-v,01839404-v
fly,PWN-fly-v-4,PWN-fly-v-9,1,4,0.144444444444444,01451842-v,01840238-v
fly,PWN-fly-v-4,PWN-fly-v-2,4,5,0.272222222222222,01451842-v,01842068-v
fly,PWN-fly-v-4,PWN-fly-v-12,1,3,0.116666666666667,01451842-v,01847845-v
fly,PWN-fly-v-4,PWN-fly-v-5,2,3,0.15,01451842-v,01848058-v
fly,PWN-fly-v-4,PWN-fly-v-1,1,4,0.144444444444444,01451842-v,01940403-v
fly,PWN-fly-v-4,PWN-fly-v-3,2,4,0.177777777777778,01451842-v,01941093-v
fly,PWN-fly-v-4,PWN-fly-v-8,5,5,0.305555555555556,01451842-v,02073065-v
fly,PWN-fly-v-4,PWN-fly-v-11,5,2,0.222222222222222,01451842-v,02075462-v
fly,PWN-fly-v-4,PWN-fly-v-10,3,3,0.183333333333333,01451842-v,02140965-v
fly,PWN-fly-v-4,PWN-fly-n-1,15,18,1,01451842-v,02190166-n
fly,PWN-fly-v-4,PWN-fly-n-3,5,10,0.444444444444444,01451842-v,03373060-n
fly,PWN-fly-v-4,PWN-fly-n-5,15,18,1,01451842-v,03373237-n
fly,PWN-fly-v-4,PWN-fly-n-2,5,12,0.5,01451842-v,04412097-n
fly,PWN-fly-v-6,PWN-fly-v-9,2,3,0.15,01839404-v,01840238-v
fly,PWN-fly-v-6,PWN-fly-v-2,3,0,0.1,01839404-v,01842068-v
fly,PWN-fly-v-6,PWN-fly-v-12,2,4,0.177777777777778,01839404-v,01847845-v
fly,PWN-fly-v-6,PWN-fly-v-5,3,5,0.238888888888889,01839404-v,01848058-v
fly,PWN-fly-v-6,PWN-fly-v-1,2,4,0.177777777777778,01839404-v,01940403-v
fly,PWN-fly-v-6,PWN-fly-v-3,3,3,0.183333333333333,01839404-v,01941093-v
fly,PWN-fly-v-6,PWN-fly-v-8,4,2,0.188888888888889,01839404-v,02073065-v
fly,PWN-fly-v-6,PWN-fly-v-11,4,3,0.216666666666667,01839404-v,02075462-v
fly,PWN-fly-v-6,PWN-fly-v-10,2,5,0.205555555555556,01839404-v,02140965-v
fly,PWN-fly-v-6,PWN-fly-n-1,15,18,1,01839404-v,02190166-n
fly,PWN-fly-v-6,PWN-fly-n-3,5,11,0.472222222222222,01839404-v,03373060-n
fly,PWN-fly-v-6,PWN-fly-n-5,15,18,1,01839404-v,03373237-n
fly,PWN-fly-v-6,PWN-fly-n-2,5,13,0.527777777777778,01839404-v,04412097-n
fly,PWN-fly-v-9,PWN-fly-v-2,3,3,0.183333333333333,01840238-v,01842068-v
fly,PWN-fly-v-9,PWN-fly-v-12,0,1,0.0277777777777778,01840238-v,01847845-v
fly,PWN-fly-v-9,PWN-fly-v-5,1,3,0.116666666666667,01840238-v,01848058-v
fly,PWN-fly-v-9,PWN-fly-v-1,0,2,0.0555555555555555,01840238-v,01940403-v
fly,PWN-fly-v-9,PWN-fly-v-3,1,0,0.0333333333333333,01840238-v,01941093-v
fly,PWN-fly-v-9,PWN-fly-v-8,4,3,0.216666666666667,01840238-v,02073065-v
fly,PWN-fly-v-9,PWN-fly-v-11,4,3,0.216666666666667,01840238-v,02075462-v
fly,PWN-fly-v-9,PWN-fly-v-10,2,3,0.15,01840238-v,02140965-v
fly,PWN-fly-v-9,PWN-fly-n-1,15,18,1,01840238-v,02190166-n
fly,PWN-fly-v-9,PWN-fly-n-3,4,10,0.411111111111111,01840238-v,03373060-n
fly,PWN-fly-v-9,PWN-fly-n-5,15,18,1,01840238-v,03373237-n
fly,PWN-fly-v-9,PWN-fly-n-2,4,12,0.466666666666667,01840238-v,04412097-n
fly,PWN-fly-v-2,PWN-fly-v-12,3,4,0.211111111111111,01842068-v,01847845-v
fly,PWN-fly-v-2,PWN-fly-v-5,4,5,0.272222222222222,01842068-v,01848058-v
fly,PWN-fly-v-2,PWN-fly-v-1,3,4,0.211111111111111,01842068-v,01940403-v
fly,PWN-fly-v-2,PWN-fly-v-3,4,3,0.216666666666667,01842068-v,01941093-v
fly,PWN-fly-v-2,PWN-fly-v-8,1,2,0.0888888888888889,01842068-v,02073065-v
fly,PWN-fly-v-2,PWN-fly-v-11,1,3,0.116666666666667,01842068-v,02075462-v
fly,PWN-fly-v-2,PWN-fly-v-10,1,5,0.172222222222222,01842068-v,02140965-v
fly,PWN-fly-v-2,PWN-fly-n-1,15,18,1,01842068-v,02190166-n
fly,PWN-fly-v-2,PWN-fly-n-3,6,11,0.505555555555556,01842068-v,03373060-n
fly,PWN-fly-v-2,PWN-fly-n-5,15,18,1,01842068-v,03373237-n
fly,PWN-fly-v-2,PWN-fly-n-2,6,13,0.561111111111111,01842068-v,04412097-n
fly,PWN-fly-v-12,PWN-fly-v-5,1,2,0.0888888888888889,01847845-v,01848058-v
fly,PWN-fly-v-12,PWN-fly-v-1,0,3,0.0833333333333333,01847845-v,01940403-v
fly,PWN-fly-v-12,PWN-fly-v-3,1,1,0.0611111111111111,01847845-v,01941093-v
fly,PWN-fly-v-12,PWN-fly-v-8,4,4,0.244444444444444,01847845-v,02073065-v
fly,PWN-fly-v-12,PWN-fly-v-11,4,3,0.216666666666667,01847845-v,02075462-v
fly,PWN-fly-v-12,PWN-fly-v-10,2,2,0.122222222222222,01847845-v,02140965-v
fly,PWN-fly-v-12,PWN-fly-n-1,15,18,1,01847845-v,02190166-n
fly,PWN-fly-v-12,PWN-fly-n-3,4,9,0.383333333333333,01847845-v,03373060-n
fly,PWN-fly-v-12,PWN-fly-n-5,15,18,1,01847845-v,03373237-n
fly,PWN-fly-v-12,PWN-fly-n-2,4,11,0.438888888888889,01847845-v,04412097-n
fly,PWN-fly-v-5,PWN-fly-v-1,1,3,0.116666666666667,01848058-v,01940403-v
fly,PWN-fly-v-5,PWN-fly-v-3,2,3,0.15,01848058-v,01941093-v
fly,PWN-fly-v-5,PWN-fly-v-8,5,5,0.305555555555556,01848058-v,02073065-v
fly,PWN-fly-v-5,PWN-fly-v-11,5,3,0.25,01848058-v,02075462-v
fly,PWN-fly-v-5,PWN-fly-v-10,3,0,0.1,01848058-v,02140965-v
fly,PWN-fly-v-5,PWN-fly-n-1,15,18,1,01848058-v,02190166-n
fly,PWN-fly-v-5,PWN-fly-n-3,5,9,0.416666666666667,01848058-v,03373060-n
fly,PWN-fly-v-5,PWN-fly-n-5,15,18,1,01848058-v,03373237-n
fly,PWN-fly-v-5,PWN-fly-n-2,5,11,0.472222222222222,01848058-v,04412097-n
fly,PWN-fly-v-1,PWN-fly-v-3,1,2,0.0888888888888889,01940403-v,01941093-v
fly,PWN-fly-v-1,PWN-fly-v-8,4,4,0.244444444444444,01940403-v,02073065-v
fly,PWN-fly-v-1,PWN-fly-v-11,4,3,0.216666666666667,01940403-v,02075462-v
fly,PWN-fly-v-1,PWN-fly-v-10,2,3,0.15,01940403-v,02140965-v
fly,PWN-fly-v-1,PWN-fly-n-1,15,18,1,01940403-v,02190166-n
fly,PWN-fly-v-1,PWN-fly-n-3,4,9,0.383333333333333,01940403-v,03373060-n
fly,PWN-fly-v-1,PWN-fly-n-5,15,18,1,01940403-v,03373237-n
fly,PWN-fly-v-1,PWN-fly-n-2,4,11,0.438888888888889,01940403-v,04412097-n
fly,PWN-fly-v-3,PWN-fly-v-8,5,3,0.25,01941093-v,02073065-v
fly,PWN-fly-v-3,PWN-fly-v-11,5,3,0.25,01941093-v,02075462-v
fly,PWN-fly-v-3,PWN-fly-v-10,3,3,0.183333333333333,01941093-v,02140965-v
fly,PWN-fly-v-3,PWN-fly-n-1,15,18,1,01941093-v,02190166-n
fly,PWN-fly-v-3,PWN-fly-n-3,5,10,0.444444444444444,01941093-v,03373060-n
fly,PWN-fly-v-3,PWN-fly-n-5,15,18,1,01941093-v,03373237-n
fly,PWN-fly-v-3,PWN-fly-n-2,5,12,0.5,01941093-v,04412097-n
fly,PWN-fly-v-8,PWN-fly-v-11,2,3,0.15,02073065-v,02075462-v
fly,PWN-fly-v-8,PWN-fly-v-10,2,5,0.205555555555556,02073065-v,02140965-v
fly,PWN-fly-v-8,PWN-fly-n-1,15,18,1,02073065-v,02190166-n
fly,PWN-fly-v-8,PWN-fly-n-3,7,11,0.538888888888889,02073065-v,03373060-n
fly,PWN-fly-v-8,PWN-fly-n-5,15,18,1,02073065-v,03373237-n
fly,PWN-fly-v-8,PWN-fly-n-2,7,13,0.594444444444444,02073065-v,04412097-n
fly,PWN-fly-v-11,PWN-fly-v-10,2,3,0.15,02075462-v,02140965-v
fly,PWN-fly-v-11,PWN-fly-n-1,15,18,1,02075462-v,02190166-n
fly,PWN-fly-v-11,PWN-fly-n-3,7,10,0.511111111111111,02075462-v,03373060-n
fly,PWN-fly-v-11,PWN-fly-n-5,15,18,1,02075462-v,03373237-n
fly,PWN-fly-v-11,PWN-fly-n-2,7,12,0.566666666666667,02075462-v,04412097-n
fly,PWN-fly-v-10,PWN-fly-n-1,15,18,1,02140965-v,02190166-n
fly,PWN-fly-v-10,PWN-fly-n-3,5,9,0.416666666666667,02140965-v,03373060-n
fly,PWN-fly-v-10,PWN-fly-n-5,15,18,1,02140965-v,03373237-n
fly,PWN-fly-v-10,PWN-fly-n-2,5,11,0.472222222222222,02140965-v,04412097-n
fly,PWN-fly-n-1,PWN-fly-n-3,15,18,1,02190166-n,03373060-n
fly,PWN-fly-n-1,PWN-fly-n-5,1,2,0.0888888888888889,02190166-n,03373237-n
fly,PWN-fly-n-1,PWN-fly-n-2,15,18,1,02190166-n,04412097-n
fly,PWN-fly-n-3,PWN-fly-n-5,15,18,1,03373060-n,03373237-n
fly,PWN-fly-n-3,PWN-fly-n-2,0,4,0.111111111111111,03373060-n,04412097-n
fly,PWN-fly-n-5,PWN-fly-n-2,15,18,1,03373237-n,04412097-n
gloss,PWN-gloss-v-4,PWN-gloss-v-3,15,18,1,00837133-v,00960961-v
gloss,PWN-gloss-v-4,PWN-gloss-v-2,15,18,1,00837133-v,00961329-v
gloss,PWN-gloss-v-4,PWN-gloss-v-1,3,2,0.155555555555556,00837133-v,01682582-v
gloss,PWN-gloss-v-4,PWN-gloss-n-4,1,1,0.0611111111111111,00837133-v,04677952-n
gloss,PWN-gloss-v-4,PWN-gloss-n-3,2,3,0.15,00837133-v,04955160-n
gloss,PWN-gloss-v-4,PWN-gloss-n-2,15,18,1,00837133-v,06420781-n
gloss,PWN-gloss-v-4,PWN-gloss-n-1,15,18,1,00837133-v,06744000-n
gloss,PWN-gloss-v-3,PWN-gloss-v-2,0,0,0,00960961-v,00961329-v
gloss,PWN-gloss-v-3,PWN-gloss-v-1,15,18,1,00960961-v,01682582-v
gloss,PWN-gloss-v-3,PWN-gloss-n-4,15,18,1,00960961-v,04677952-n
gloss,PWN-gloss-v-3,PWN-gloss-n-3,15,18,1,00960961-v,04955160-n
gloss,PWN-gloss-v-3,PWN-gloss-n-2,1,1,0.0611111111111111,00960961-v,06420781-n
gloss,PWN-gloss-v-3,PWN-gloss-n-1,1,1,0.0611111111111111,00960961-v,06744000-n
gloss,PWN-gloss-v-2,PWN-gloss-v-1,15,18,1,00961329-v,01682582-v
gloss,PWN-gloss-v-2,PWN-gloss-n-4,15,18,1,00961329-v,04677952-n
gloss,PWN-gloss-v-2,PWN-gloss-n-3,15,18,1,00961329-v,04955160-n
gloss,PWN-gloss-v-2,PWN-gloss-n-2,1,1,0.0611111111111111,00961329-v,06420781-n
gloss,PWN-gloss-v-2,PWN-gloss-n-1,1,1,0.0611111111111111,00961329-v,06744000-n
gloss,PWN-gloss-v-1,PWN-gloss-n-4,2,3,0.15,01682582-v,04677952-n
gloss,PWN-gloss-v-1,PWN-gloss-n-3,1,1,0.0611111111111111,01682582-v,04955160-n
gloss,PWN-gloss-v-1,PWN-gloss-n-2,15,18,1,01682582-v,06420781-n
gloss,PWN-gloss-v-1,PWN-gloss-n-1,15,18,1,01682582-v,06744000-n
gloss,PWN-gloss-n-4,PWN-gloss-n-3,1,4,0.144444444444444,04677952-n,04955160-n
gloss,PWN-gloss-n-4,PWN-gloss-n-2,15,18,1,04677952-n,06420781-n
gloss,PWN-gloss-n-4,PWN-gloss-n-1,15,18,1,04677952-n,06744000-n
gloss,PWN-gloss-n-3,PWN-gloss-n-2,15,18,1,04955160-n,06420781-n
gloss,PWN-gloss-n-3,PWN-gloss-n-1,15,18,1,04955160-n,06744000-n
gloss,PWN-gloss-n-2,PWN-gloss-n-1,2,2,0.122222222222222,06420781-n,06744000-n
match,PWN-match-v-9,PWN-match-v-8,0,3,0.0833333333333333,00417001-v,00456596-v
match,PWN-match-v-9,PWN-match-v-5,0,2,0.0555555555555555,00417001-v,00456740-v
match,PWN-match-v-9,PWN-match-v-7,1,2,0.0888888888888889,00417001-v,01081152-v
match,PWN-match-v-9,PWN-match-v-3,0,2,0.0555555555555555,00417001-v,01292885-v
match,PWN-match-v-9,PWN-match-v-6,2,2,0.122222222222222,00417001-v,01293389-v
match,PWN-match-v-9,PWN-match-v-2,6,2,0.255555555555556,00417001-v,02332627-v
match,PWN-match-v-9,PWN-match-v-1,0,6,0.166666666666667,00417001-v,02657219-v
match,PWN-match-v-9,PWN-match-v-4,0,3,0.0833333333333333,00417001-v,02672187-v
match,PWN-match-v-9,PWN-match-n-1,15,18,1,00417001-v,03728437-n
match,PWN-match-v-9,PWN-match-n-4,1,5,0.172222222222222,00417001-v,03728811-n
match,PWN-match-v-9,PWN-match-n-3,15,18,1,00417001-v,03728982-n
match,PWN-match-v-9,PWN-match-n-9,1,3,0.116666666666667,00417001-v,05696020-n
match,PWN-match-v-9,PWN-match-n-2,2,3,0.15,00417001-v,07470671-n
match,PWN-match-v-9,PWN-match-n-8,1,3,0.116666666666667,00417001-v,07988857-n
match,PWN-match-v-9,PWN-match-n-7,1,4,0.144444444444444,00417001-v,09626238-n
match,PWN-match-v-9,PWN-match-n-6,1,3,0.116666666666667,00417001-v,09900981-n
match,PWN-match-v-9,PWN-match-n-5,8,9,0.516666666666667,00417001-v,13596673-n
match,PWN-match-v-8,PWN-match-v-5,0,2,0.0555555555555555,00456596-v,00456740-v
match,PWN-match-v-8,PWN-match-v-7,1,3,0.116666666666667,00456596-v,01081152-v
match,PWN-match-v-8,PWN-match-v-3,0,3,0.0833333333333333,00456596-v,01292885-v
match,PWN-match-v-8,PWN-match-v-6,2,3,0.15,00456596-v,01293389-v
match,PWN-match-v-8,PWN-match-v-2,6,3,0.283333333333333,00456596-v,02332627-v
match,PWN-match-v-8,PWN-match-v-1,0,4,0.111111111111111,00456596-v,02657219-v
match,PWN-match-v-8,PWN-match-v-4,0,2,0.0555555555555555,00456596-v,02672187-v
match,PWN-match-v-8,PWN-match-n-1,15,18,1,00456596-v,03728437-n
match,PWN-match-v-8,PWN-match-n-4,1,3,0.116666666666667,00456596-v,03728811-n
match,PWN-match-v-8,PWN-match-n-3,15,18,1,00456596-v,03728982-n
match,PWN-match-v-8,PWN-match-n-9,1,1,0.0611111111111111,00456596-v,05696020-n
match,PWN-match-v-8,PWN-match-n-2,2,3,0.15,00456596-v,07470671-n
match,PWN-match-v-8,PWN-match-n-8,1,4,0.144444444444444,00456596-v,07988857-n
match,PWN-match-v-8,PWN-match-n-7,1,3,0.116666666666667,00456596-v,09626238-n
match,PWN-match-v-8,PWN-match-n-6,1,4,0.144444444444444,00456596-v,09900981-n
match,PWN-match-v-8,PWN-match-n-5,8,9,0.516666666666667,00456596-v,13596673-n
match,PWN-match-v-5,PWN-match-v-7,1,3,0.116666666666667,00456740-v,01081152-v
match,PWN-match-v-5,PWN-match-v-3,0,3,0.0833333333333333,00456740-v,01292885-v
match,PWN-match-v-5,PWN-match-v-6,2,3,0.15,00456740-v,01293389-v
match,PWN-match-v-5,PWN-match-v-2,6,3,0.283333333333333,00456740-v,02332627-v
match,PWN-match-v-5,PWN-match-v-1,0,4,0.111111111111111,00456740-v,02657219-v
match,PWN-match-v-5,PWN-match-v-4,0,4,0.111111111111111,00456740-v,02672187-v
match,PWN-match-v-5,PWN-match-n-1,15,18,1,00456740-v,03728437-n
match,PWN-match-v-5,PWN-match-n-4,1,3,0.116666666666667,00456740-v,03728811-n
match,PWN-match-v-5,PWN-match-n-3,15,18,1,00456740-v,03728982-n
match,PWN-match-v-5,PWN-match-n-9,1,1,0.0611111111111111,00456740-v,05696020-n
match,PWN-match-v-5,PWN-match-n-2,2,3,0.15,00456740-v,07470671-n
match,PWN-match-v-5,PWN-match-n-8,1,4,0.144444444444444,00456740-v,07988857-n
match,PWN-match-v-5,PWN-match-n-7,1,3,0.116666666666667,00456740-v,09626238-n
match,PWN-match-v-5,PWN-match-n-6,1,4,0.144444444444444,00456740-v,09900981-n
match,PWN-match-v-5,PWN-match-n-5,8,9,0.516666666666667,00456740-v,13596673-n
match,PWN-match-v-7,PWN-match-v-3,1,0,0.0333333333333333,01081152-v,01292885-v
match,PWN-match-v-7,PWN-match-v-6,3,2,0.155555555555556,01081152-v,01293389-v
match,PWN-match-v-7,PWN-match-v-2,7,2,0.288888888888889,01081152-v,02332627-v
match,PWN-match-v-7,PWN-match-v-1,1,6,0.2,01081152-v,02657219-v
match,PWN-match-v-7,PWN-match-v-4,1,3,0.116666666666667,01081152-v,02672187-v
match,PWN-match-v-7,PWN-match-n-1,15,18,1,01081152-v,03728437-n
match,PWN-match-v-7,PWN-match-n-4,2,5,0.205555555555556,01081152-v,03728811-n
match,PWN-match-v-7,PWN-match-n-3,15,18,1,01081152-v,03728982-n
match,PWN-match-v-7,PWN-match-n-9,2,3,0.15,01081152-v,05696020-n
match,PWN-match-v-7,PWN-match-n-2,1,1,0.0611111111111111,01081152-v,07470671-n
match,PWN-match-v-7,PWN-match-n-8,2,1,0.0944444444444444,01081152-v,07988857-n
match,PWN-match-v-7,PWN-match-n-7,2,4,0.177777777777778,01081152-v,09626238-n
match,PWN-match-v-7,PWN-match-n-6,2,1,0.0944444444444444,01081152-v,09900981-n
match,PWN-match-v-7,PWN-match-n-5,7,7,0.427777777777778,01081152-v,13596673-n
match,PWN-match-v-3,PWN-match-v-6,2,2,0.122222222222222,01292885-v,01293389-v
match,PWN-match-v-3,PWN-match-v-2,6,2,0.255555555555556,01292885-v,02332627-v
match,PWN-match-v-3,PWN-match-v-1,0,6,0.166666666666667,01292885-v,02657219-v
match,PWN-match-v-3,PWN-match-v-4,0,3,0.0833333333333333,01292885-v,02672187-v
match,PWN-match-v-3,PWN-match-n-1,15,18,1,01292885-v,03728437-n
match,PWN-match-v-3,PWN-match-n-4,1,5,0.172222222222222,01292885-v,03728811-n
match,PWN-match-v-3,PWN-match-n-3,15,18,1,01292885-v,03728982-n
match,PWN-match-v-3,PWN-match-n-9,1,3,0.116666666666667,01292885-v,05696020-n
match,PWN-match-v-3,PWN-match-n-2,2,1,0.0944444444444444,01292885-v,07470671-n
match,PWN-match-v-3,PWN-match-n-8,1,1,0.0611111111111111,01292885-v,07988857-n
match,PWN-match-v-3,PWN-match-n-7,1,4,0.144444444444444,01292885-v,09626238-n
match,PWN-match-v-3,PWN-match-n-6,1,1,0.0611111111111111,01292885-v,09900981-n
match,PWN-match-v-3,PWN-match-n-5,8,7,0.461111111111111,01292885-v,13596673-n
match,PWN-match-v-6,PWN-match-v-2,8,2,0.322222222222222,01293389-v,02332627-v
match,PWN-match-v-6,PWN-match-v-1,2,7,0.261111111111111,01293389-v,02657219-v
match,PWN-match-v-6,PWN-match-v-4,2,3,0.15,01293389-v,02672187-v
match,PWN-match-v-6,PWN-match-n-1,15,18,1,01293389-v,03728437-n
match,PWN-match-v-6,PWN-match-n-4,3,6,0.266666666666667,01293389-v,03728811-n
match,PWN-match-v-6,PWN-match-n-3,15,18,1,01293389-v,03728982-n
match,PWN-match-v-6,PWN-match-n-9,2,4,0.177777777777778,01293389-v,05696020-n
match,PWN-match-v-6,PWN-match-n-2,4,3,0.216666666666667,01293389-v,07470671-n
match,PWN-match-v-6,PWN-match-n-8,1,1,0.0611111111111111,01293389-v,07988857-n
match,PWN-match-v-6,PWN-match-n-7,3,4,0.211111111111111,01293389-v,09626238-n
match,PWN-match-v-6,PWN-match-n-6,1,1,0.0611111111111111,01293389-v,09900981-n
match,PWN-match-v-6,PWN-match-n-5,10,9,0.583333333333333,01293389-v,13596673-n
match,PWN-match-v-2,PWN-match-v-1,6,7,0.394444444444444,02332627-v,02657219-v
match,PWN-match-v-2,PWN-match-v-4,6,3,0.283333333333333,02332627-v,02672187-v
match,PWN-match-v-2,PWN-match-n-1,15,18,1,02332627-v,03728437-n
match,PWN-match-v-2,PWN-match-n-4,7,6,0.4,02332627-v,03728811-n
match,PWN-match-v-2,PWN-match-n-3,15,18,1,02332627-v,03728982-n
match,PWN-match-v-2,PWN-match-n-9,7,4,0.344444444444444,02332627-v,05696020-n
match,PWN-match-v-2,PWN-match-n-2,8,3,0.35,02332627-v,07470671-n
match,PWN-match-v-2,PWN-match-n-8,7,3,0.316666666666667,02332627-v,07988857-n
match,PWN-match-v-2,PWN-match-n-7,7,4,0.344444444444444,02332627-v,09626238-n
match,PWN-match-v-2,PWN-match-n-6,7,3,0.316666666666667,02332627-v,09900981-n
match,PWN-match-v-2,PWN-match-n-5,14,9,0.716666666666667,02332627-v,13596673-n
match,PWN-match-v-1,PWN-match-v-4,0,4,0.111111111111111,02657219-v,02672187-v
match,PWN-match-v-1,PWN-match-n-1,15,18,1,02657219-v,03728437-n
match,PWN-match-v-1,PWN-match-n-4,1,1,0.0611111111111111,02657219-v,03728811-n
match,PWN-match-v-1,PWN-match-n-3,15,18,1,02657219-v,03728982-n
match,PWN-match-v-1,PWN-match-n-9,1,3,0.116666666666667,02657219-v,05696020-n
match,PWN-match-v-1,PWN-match-n-2,2,5,0.205555555555556,02657219-v,07470671-n
match,PWN-match-v-1,PWN-match-n-8,1,6,0.2,02657219-v,07988857-n
match,PWN-match-v-1,PWN-match-n-7,1,3,0.116666666666667,02657219-v,09626238-n
match,PWN-match-v-1,PWN-match-n-6,1,6,0.2,02657219-v,09900981-n
match,PWN-match-v-1,PWN-match-n-5,8,11,0.572222222222222,02657219-v,13596673-n
match,PWN-match-v-4,PWN-match-n-1,15,18,1,02672187-v,03728437-n
match,PWN-match-v-4,PWN-match-n-4,1,3,0.116666666666667,02672187-v,03728811-n
match,PWN-match-v-4,PWN-match-n-3,15,18,1,02672187-v,03728982-n
