lemma,sense1,sense2,distLEX,distMW,distOpti,syn1,syn2
angle,PWN-angle-v-5,PWN-angle-v-4,15,18,1,00680485-v,01141612-v
angle,PWN-angle-v-5,PWN-angle-v-3,15,18,1,00680485-v,01319346-v
angle,PWN-angle-v-5,PWN-angle-v-2,1,1,0.0611111111111111,00680485-v,02038357-v
angle,PWN-angle-v-5,PWN-angle-v-1,1,2,0.0888888888888889,00680485-v,02044866-v
angle,PWN-angle-v-5,PWN-angle-n-2,3,5,0.238888888888889,00680485-v,06211078-n
angle,PWN-angle-v-5,PWN-angle-n-3,15,18,1,00680485-v,09702673-n
angle,PWN-angle-v-5,PWN-angle-n-1,2,2,0.122222222222222,00680485-v,13887509-n
angle,PWN-angle-v-4,PWN-angle-v-3,1,1,0.0611111111111111,01141612-v,01319346-v
angle,PWN-angle-v-4,PWN-angle-v-2,15,18,1,01141612-v,02038357-v
angle,PWN-angle-v-4,PWN-angle-v-1,15,18,1,01141612-v,02044866-v
angle,PWN-angle-v-4,PWN-angle-n-2,15,18,1,01141612-v,06211078-n
angle,PWN-angle-v-4,PWN-angle-n-3,15,18,1,01141612-v,09702673-n
angle,PWN-angle-v-4,PWN-angle-n-1,15,18,1,01141612-v,13887509-n
angle,PWN-angle-v-3,PWN-angle-v-2,15,18,1,01319346-v,02038357-v
angle,PWN-angle-v-3,PWN-angle-v-1,15,18,1,01319346-v,02044866-v
angle,PWN-angle-v-3,PWN-angle-n-2,15,18,1,01319346-v,06211078-n
angle,PWN-angle-v-3,PWN-angle-n-3,15,18,1,01319346-v,09702673-n
angle,PWN-angle-v-3,PWN-angle-n-1,15,18,1,01319346-v,13887509-n
angle,PWN-angle-v-2,PWN-angle-v-1,0,1,0.0277777777777778,02038357-v,02044866-v
angle,PWN-angle-v-2,PWN-angle-n-2,2,4,0.177777777777778,02038357-v,06211078-n
angle,PWN-angle-v-2,PWN-angle-n-3,15,18,1,02038357-v,09702673-n
angle,PWN-angle-v-2,PWN-angle-n-1,1,1,0.0611111111111111,02038357-v,13887509-n
angle,PWN-angle-v-1,PWN-angle-n-2,2,4,0.177777777777778,02044866-v,06211078-n
angle,PWN-angle-v-1,PWN-angle-n-3,15,18,1,02044866-v,09702673-n
angle,PWN-angle-v-1,PWN-angle-n-1,1,1,0.0611111111111111,02044866-v,13887509-n
angle,PWN-angle-n-2,PWN-angle-n-3,15,18,1,06211078-n,09702673-n
angle,PWN-angle-n-2,PWN-angle-n-1,1,3,0.116666666666667,06211078-n,13887509-n
angle,PWN-angle-n-3,PWN-angle-n-1,15,18,1,09702673-n,13887509-n
band,PWN-band-v-2,PWN-band-v-1,1,18,0.533333333333333,01297401-v,01304342-v
band,PWN-band-v-2,PWN-band-n-7,2,18,0.566666666666667,01297401-v,02784218-n
band,PWN-band-v-2,PWN-band-n-4,2,18,0.566666666666667,01297401-v,02784732-n
band,PWN-band-v-2,PWN-band-n-13,2,18,0.566666666666667,01297401-v,02784998-n
band,PWN-band-v-2,PWN-band-n-12,1,1,0.0611111111111111,01297401-v,02785191-n
band,PWN-band-v-2,PWN-band-n-11,2,18,0.566666666666667,01297401-v,02785365-n
band,PWN-band-v-2,PWN-band-n-10,3,18,0.6,01297401-v,02785570-n
band,PWN-band-v-2,PWN-band-n-9,3,18,0.6,01297401-v,04092609-n
band,PWN-band-v-2,PWN-band-n-3,3,18,0.6,01297401-v,04680465-n
band,PWN-band-v-2,PWN-band-n-8,8,18,0.766666666666667,01297401-v,05267211-n
band,PWN-band-v-2,PWN-band-n-6,4,18,0.633333333333333,01297401-v,06260518-n
band,PWN-band-v-2,PWN-band-n-1,15,18,1,01297401-v,08240169-n
band,PWN-band-v-2,PWN-band-n-2,15,18,1,01297401-v,08249038-n
band,PWN-band-v-2,PWN-band-n-5,15,18,1,01297401-v,08249960-n
band,PWN-band-v-1,PWN-band-n-7,1,2,0.0888888888888889,01304342-v,02784218-n
band,PWN-band-v-1,PWN-band-n-4,1,1,0.0611111111111111,01304342-v,02784732-n
band,PWN-band-v-1,PWN-band-n-13,1,1,0.0611111111111111,01304342-v,02784998-n
band,PWN-band-v-1,PWN-band-n-12,2,18,0.566666666666667,01304342-v,02785191-n
band,PWN-band-v-1,PWN-band-n-11,1,1,0.0611111111111111,01304342-v,02785365-n
band,PWN-band-v-1,PWN-band-n-10,2,2,0.122222222222222,01304342-v,02785570-n
band,PWN-band-v-1,PWN-band-n-9,2,2,0.122222222222222,01304342-v,04092609-n
band,PWN-band-v-1,PWN-band-n-3,2,3,0.15,01304342-v,04680465-n
band,PWN-band-v-1,PWN-band-n-8,7,3,0.316666666666667,01304342-v,05267211-n
band,PWN-band-v-1,PWN-band-n-6,3,3,0.183333333333333,01304342-v,06260518-n
band,PWN-band-v-1,PWN-band-n-1,15,18,1,01304342-v,08240169-n
band,PWN-band-v-1,PWN-band-n-2,15,18,1,01304342-v,08249038-n
band,PWN-band-v-1,PWN-band-n-5,15,18,1,01304342-v,08249960-n
band,PWN-band-n-7,PWN-band-n-4,0,1,0.0277777777777778,02784218-n,02784732-n
band,PWN-band-n-7,PWN-band-n-13,0,1,0.0277777777777778,02784218-n,02784998-n
band,PWN-band-n-7,PWN-band-n-12,1,18,0.533333333333333,02784218-n,02785191-n
band,PWN-band-n-7,PWN-band-n-11,0,1,0.0277777777777778,02784218-n,02785365-n
band,PWN-band-n-7,PWN-band-n-10,1,2,0.0888888888888889,02784218-n,02785570-n
band,PWN-band-n-7,PWN-band-n-9,1,2,0.0888888888888889,02784218-n,04092609-n
band,PWN-band-n-7,PWN-band-n-3,1,3,0.116666666666667,02784218-n,04680465-n
band,PWN-band-n-7,PWN-band-n-8,6,3,0.283333333333333,02784218-n,05267211-n
band,PWN-band-n-7,PWN-band-n-6,2,3,0.15,02784218-n,06260518-n
band,PWN-band-n-7,PWN-band-n-1,15,18,1,02784218-n,08240169-n
band,PWN-band-n-7,PWN-band-n-2,15,18,1,02784218-n,08249038-n
band,PWN-band-n-7,PWN-band-n-5,15,18,1,02784218-n,08249960-n
band,PWN-band-n-4,PWN-band-n-13,0,0,0,02784732-n,02784998-n
band,PWN-band-n-4,PWN-band-n-12,1,18,0.533333333333333,02784732-n,02785191-n
band,PWN-band-n-4,PWN-band-n-11,0,0,0,02784732-n,02785365-n
band,PWN-band-n-4,PWN-band-n-10,1,1,0.0611111111111111,02784732-n,02785570-n
band,PWN-band-n-4,PWN-band-n-9,1,1,0.0611111111111111,02784732-n,04092609-n
band,PWN-band-n-4,PWN-band-n-3,1,2,0.0888888888888889,02784732-n,04680465-n
band,PWN-band-n-4,PWN-band-n-8,6,2,0.255555555555556,02784732-n,05267211-n
band,PWN-band-n-4,PWN-band-n-6,2,2,0.122222222222222,02784732-n,06260518-n
band,PWN-band-n-4,PWN-band-n-1,15,18,1,02784732-n,08240169-n
band,PWN-band-n-4,PWN-band-n-2,15,18,1,02784732-n,08249038-n
band,PWN-band-n-4,PWN-band-n-5,15,18,1,02784732-n,08249960-n
band,PWN-band-n-13,PWN-band-n-12,1,18,0.533333333333333,02784998-n,02785191-n
band,PWN-band-n-13,PWN-band-n-11,0,0,0,02784998-n,02785365-n
band,PWN-band-n-13,PWN-band-n-10,1,1,0.0611111111111111,02784998-n,02785570-n
band,PWN-band-n-13,PWN-band-n-9,1,1,0.0611111111111111,02784998-n,04092609-n
band,PWN-band-n-13,PWN-band-n-3,1,2,0.0888888888888889,02784998-n,04680465-n
band,PWN-band-n-13,PWN-band-n-8,6,2,0.255555555555556,02784998-n,05267211-n
band,PWN-band-n-13,PWN-band-n-6,2,2,0.122222222222222,02784998-n,06260518-n
band,PWN-band-n-13,PWN-band-n-1,15,18,1,02784998-n,08240169-n
band,PWN-band-n-13,PWN-band-n-2,15,18,1,02784998-n,08249038-n
band,PWN-band-n-13,PWN-band-n-5,15,18,1,02784998-n,08249960-n
band,PWN-band-n-12,PWN-band-n-11,1,18,0.533333333333333,02785191-n,02785365-n
band,PWN-band-n-12,PWN-band-n-10,2,18,0.566666666666667,02785191-n,02785570-n
band,PWN-band-n-12,PWN-band-n-9,2,18,0.566666666666667,02785191-n,04092609-n
band,PWN-band-n-12,PWN-band-n-3,2,18,0.566666666666667,02785191-n,04680465-n
band,PWN-band-n-12,PWN-band-n-8,7,18,0.733333333333333,02785191-n,05267211-n
band,PWN-band-n-12,PWN-band-n-6,3,18,0.6,02785191-n,06260518-n
band,PWN-band-n-12,PWN-band-n-1,15,18,1,02785191-n,08240169-n
band,PWN-band-n-12,PWN-band-n-2,15,18,1,02785191-n,08249038-n
band,PWN-band-n-12,PWN-band-n-5,15,18,1,02785191-n,08249960-n
band,PWN-band-n-11,PWN-band-n-10,1,1,0.0611111111111111,02785365-n,02785570-n
band,PWN-band-n-11,PWN-band-n-9,1,1,0.0611111111111111,02785365-n,04092609-n
band,PWN-band-n-11,PWN-band-n-3,1,2,0.0888888888888889,02785365-n,04680465-n
band,PWN-band-n-11,PWN-band-n-8,6,2,0.255555555555556,02785365-n,05267211-n
band,PWN-band-n-11,PWN-band-n-6,2,2,0.122222222222222,02785365-n,06260518-n
band,PWN-band-n-11,PWN-band-n-1,15,18,1,02785365-n,08240169-n
band,PWN-band-n-11,PWN-band-n-2,15,18,1,02785365-n,08249038-n
band,PWN-band-n-11,PWN-band-n-5,15,18,1,02785365-n,08249960-n
band,PWN-band-n-10,PWN-band-n-9,2,2,0.122222222222222,02785570-n,04092609-n
band,PWN-band-n-10,PWN-band-n-3,2,3,0.15,02785570-n,04680465-n
band,PWN-band-n-10,PWN-band-n-8,7,3,0.316666666666667,02785570-n,05267211-n
band,PWN-band-n-10,PWN-band-n-6,3,3,0.183333333333333,02785570-n,06260518-n
band,PWN-band-n-10,PWN-band-n-1,15,18,1,02785570-n,08240169-n
band,PWN-band-n-10,PWN-band-n-2,15,18,1,02785570-n,08249038-n
band,PWN-band-n-10,PWN-band-n-5,15,18,1,02785570-n,08249960-n
band,PWN-band-n-9,PWN-band-n-3,2,3,0.15,04092609-n,04680465-n
band,PWN-band-n-9,PWN-band-n-8,7,3,0.316666666666667,04092609-n,05267211-n
band,PWN-band-n-9,PWN-band-n-6,3,3,0.183333333333333,04092609-n,06260518-n
band,PWN-band-n-9,PWN-band-n-1,15,18,1,04092609-n,08240169-n
band,PWN-band-n-9,PWN-band-n-2,15,18,1,04092609-n,08249038-n
band,PWN-band-n-9,PWN-band-n-5,15,18,1,04092609-n,08249960-n
band,PWN-band-n-3,PWN-band-n-8,7,0,0.233333333333333,04680465-n,05267211-n
band,PWN-band-n-3,PWN-band-n-6,1,2,0.0888888888888889,04680465-n,06260518-n
band,PWN-band-n-3,PWN-band-n-1,15,18,1,04680465-n,08240169-n
band,PWN-band-n-3,PWN-band-n-2,15,18,1,04680465-n,08249038-n
band,PWN-band-n-3,PWN-band-n-5,15,18,1,04680465-n,08249960-n
band,PWN-band-n-8,PWN-band-n-6,8,2,0.322222222222222,05267211-n,06260518-n
band,PWN-band-n-8,PWN-band-n-1,15,18,1,05267211-n,08240169-n
band,PWN-band-n-8,PWN-band-n-2,15,18,1,05267211-n,08249038-n
band,PWN-band-n-8,PWN-band-n-5,15,18,1,05267211-n,08249960-n
band,PWN-band-n-6,PWN-band-n-1,15,18,1,06260518-n,08240169-n
band,PWN-band-n-6,PWN-band-n-2,15,18,1,06260518-n,08249038-n
band,PWN-band-n-6,PWN-band-n-5,15,18,1,06260518-n,08249960-n
band,PWN-band-n-1,PWN-band-n-2,2,0,0.0666666666666667,08240169-n,08249038-n
band,PWN-band-n-1,PWN-band-n-5,1,0,0.0333333333333333,08240169-n,08249960-n
band,PWN-band-n-2,PWN-band-n-5,1,0,0.0333333333333333,08249038-n,08249960-n
bank,PWN-bank-n-10,PWN-bank-v-8,15,18,1,00169305-n,00688377-v
bank,PWN-bank-n-10,PWN-bank-v-8,15,18,1,00169305-n,00688377-v
bank,PWN-bank-n-10,PWN-bank-v-7,3,5,0.238888888888889,00169305-n,01234793-v
bank,PWN-bank-n-10,PWN-bank-v-2,3,3,0.183333333333333,00169305-n,01587705-v
bank,PWN-bank-n-10,PWN-bank-v-1,1,1,0.0611111111111111,00169305-n,02039413-v
bank,PWN-bank-n-10,PWN-bank-v-6,15,18,1,00169305-n,02310855-v
bank,PWN-bank-n-10,PWN-bank-v-5,15,18,1,00169305-n,02343056-v
bank,PWN-bank-n-10,PWN-bank-v-4,15,18,1,00169305-n,02343252-v
bank,PWN-bank-n-10,PWN-bank-v-3,15,18,1,00169305-n,02343374-v
bank,PWN-bank-n-10,PWN-bank-n-9,15,18,1,00169305-n,02787772-n
bank,PWN-bank-n-10,PWN-bank-n-8,15,18,1,00169305-n,04139859-n
bank,PWN-bank-n-10,PWN-bank-n-2,15,18,1,00169305-n,08420278-n
bank,PWN-bank-n-10,PWN-bank-n-4,2,18,0.566666666666667,00169305-n,08462066-n
bank,PWN-bank-n-10,PWN-bank-n-3,1,3,0.116666666666667,00169305-n,09213434-n
bank,PWN-bank-n-10,PWN-bank-n-1,2,2,0.122222222222222,00169305-n,09213565-n
bank,PWN-bank-n-10,PWN-bank-n-7,2,0,0.0666666666666667,00169305-n,09213828-n
bank,PWN-bank-n-10,PWN-bank-n-6,15,18,1,00169305-n,13356402-n
bank,PWN-bank-n-10,PWN-bank-n-5,15,18,1,00169305-n,13368318-n
bank,PWN-bank-v-8,PWN-bank-v-8,0,0,0,00688377-v,00688377-v
bank,PWN-bank-v-8,PWN-bank-v-7,15,18,1,00688377-v,01234793-v
bank,PWN-bank-v-8,PWN-bank-v-2,15,18,1,00688377-v,01587705-v
bank,PWN-bank-v-8,PWN-bank-v-1,15,18,1,00688377-v,02039413-v
bank,PWN-bank-v-8,PWN-bank-v-6,2,3,0.15,00688377-v,02310855-v
bank,PWN-bank-v-8,PWN-bank-v-5,4,1,0.161111111111111,00688377-v,02343056-v
bank,PWN-bank-v-8,PWN-bank-v-4,11,12,0.7,00688377-v,02343252-v
bank,PWN-bank-v-8,PWN-bank-v-3,3,2,0.155555555555556,00688377-v,02343374-v
bank,PWN-bank-v-8,PWN-bank-n-9,3,2,0.155555555555556,00688377-v,02787772-n
bank,PWN-bank-v-8,PWN-bank-n-8,10,8,0.555555555555556,00688377-v,04139859-n
bank,PWN-bank-v-8,PWN-bank-n-2,4,2,0.188888888888889,00688377-v,08420278-n
bank,PWN-bank-v-8,PWN-bank-n-4,15,18,1,00688377-v,08462066-n
bank,PWN-bank-v-8,PWN-bank-n-3,15,18,1,00688377-v,09213434-n
bank,PWN-bank-v-8,PWN-bank-n-1,15,18,1,00688377-v,09213565-n
bank,PWN-bank-v-8,PWN-bank-n-7,15,18,1,00688377-v,09213828-n
bank,PWN-bank-v-8,PWN-bank-n-6,5,6,0.333333333333333,00688377-v,13356402-n
bank,PWN-bank-v-8,PWN-bank-n-5,5,5,0.305555555555556,00688377-v,13368318-n
bank,PWN-bank-v-8,PWN-bank-v-7,15,18,1,00688377-v,01234793-v
bank,PWN-bank-v-8,PWN-bank-v-2,15,18,1,00688377-v,01587705-v
bank,PWN-bank-v-8,PWN-bank-v-1,15,18,1,00688377-v,02039413-v
bank,PWN-bank-v-8,PWN-bank-v-6,2,3,0.15,00688377-v,02310855-v
bank,PWN-bank-v-8,PWN-bank-v-5,4,1,0.161111111111111,00688377-v,02343056-v
bank,PWN-bank-v-8,PWN-bank-v-4,11,12,0.7,00688377-v,02343252-v
bank,PWN-bank-v-8,PWN-bank-v-3,3,2,0.155555555555556,00688377-v,02343374-v
bank,PWN-bank-v-8,PWN-bank-n-9,3,2,0.155555555555556,00688377-v,02787772-n
bank,PWN-bank-v-8,PWN-bank-n-8,10,8,0.555555555555556,00688377-v,04139859-n
bank,PWN-bank-v-8,PWN-bank-n-2,4,2,0.188888888888889,00688377-v,08420278-n
bank,PWN-bank-v-8,PWN-bank-n-4,15,18,1,00688377-v,08462066-n
bank,PWN-bank-v-8,PWN-bank-n-3,15,18,1,00688377-v,09213434-n
bank,PWN-bank-v-8,PWN-bank-n-1,15,18,1,00688377-v,09213565-n
bank,PWN-bank-v-8,PWN-bank-n-7,15,18,1,00688377-v,09213828-n
bank,PWN-bank-v-8,PWN-bank-n-6,5,6,0.333333333333333,00688377-v,13356402-n
bank,PWN-bank-v-8,PWN-bank-n-5,5,5,0.305555555555556,00688377-v,13368318-n
bank,PWN-bank-v-7,PWN-bank-v-2,2,2,0.122222222222222,01234793-v,01587705-v
bank,PWN-bank-v-7,PWN-bank-v-1,2,4,0.177777777777778,01234793-v,02039413-v
bank,PWN-bank-v-7,PWN-bank-v-6,15,18,1,01234793-v,02310855-v
bank,PWN-bank-v-7,PWN-bank-v-5,15,18,1,01234793-v,02343056-v
bank,PWN-bank-v-7,PWN-bank-v-4,15,18,1,01234793-v,02343252-v
bank,PWN-bank-v-7,PWN-bank-v-3,15,18,1,01234793-v,02343374-v
bank,PWN-bank-v-7,PWN-bank-n-9,15,18,1,01234793-v,02787772-n
bank,PWN-bank-v-7,PWN-bank-n-8,15,18,1,01234793-v,04139859-n
bank,PWN-bank-v-7,PWN-bank-n-2,15,18,1,01234793-v,08420278-n
bank,PWN-bank-v-7,PWN-bank-n-4,5,18,0.666666666666667,01234793-v,08462066-n
bank,PWN-bank-v-7,PWN-bank-n-3,4,4,0.244444444444444,01234793-v,09213434-n
bank,PWN-bank-v-7,PWN-bank-n-1,3,3,0.183333333333333,01234793-v,09213565-n
bank,PWN-bank-v-7,PWN-bank-n-7,5,5,0.305555555555556,01234793-v,09213828-n
bank,PWN-bank-v-7,PWN-bank-n-6,15,18,1,01234793-v,13356402-n
bank,PWN-bank-v-7,PWN-bank-n-5,15,18,1,01234793-v,13368318-n
bank,PWN-bank-v-2,PWN-bank-v-1,2,2,0.122222222222222,01587705-v,02039413-v
bank,PWN-bank-v-2,PWN-bank-v-6,15,18,1,01587705-v,02310855-v
bank,PWN-bank-v-2,PWN-bank-v-5,15,18,1,01587705-v,02343056-v
bank,PWN-bank-v-2,PWN-bank-v-4,15,18,1,01587705-v,02343252-v
bank,PWN-bank-v-2,PWN-bank-v-3,15,18,1,01587705-v,02343374-v
bank,PWN-bank-v-2,PWN-bank-n-9,15,18,1,01587705-v,02787772-n
bank,PWN-bank-v-2,PWN-bank-n-8,15,18,1,01587705-v,04139859-n
bank,PWN-bank-v-2,PWN-bank-n-2,15,18,1,01587705-v,08420278-n
bank,PWN-bank-v-2,PWN-bank-n-4,3,18,0.6,01587705-v,08462066-n
bank,PWN-bank-v-2,PWN-bank-n-3,2,2,0.122222222222222,01587705-v,09213434-n
bank,PWN-bank-v-2,PWN-bank-n-1,1,1,0.0611111111111111,01587705-v,09213565-n
bank,PWN-bank-v-2,PWN-bank-n-7,3,3,0.183333333333333,01587705-v,09213828-n
bank,PWN-bank-v-2,PWN-bank-n-6,15,18,1,01587705-v,13356402-n
bank,PWN-bank-v-2,PWN-bank-n-5,15,18,1,01587705-v,13368318-n
bank,PWN-bank-v-1,PWN-bank-v-6,15,18,1,02039413-v,02310855-v
bank,PWN-bank-v-1,PWN-bank-v-5,15,18,1,02039413-v,02343056-v
bank,PWN-bank-v-1,PWN-bank-v-4,15,18,1,02039413-v,02343252-v
bank,PWN-bank-v-1,PWN-bank-v-3,15,18,1,02039413-v,02343374-v
bank,PWN-bank-v-1,PWN-bank-n-9,15,18,1,02039413-v,02787772-n
bank,PWN-bank-v-1,PWN-bank-n-8,15,18,1,02039413-v,04139859-n
bank,PWN-bank-v-1,PWN-bank-n-2,15,18,1,02039413-v,08420278-n
bank,PWN-bank-v-1,PWN-bank-n-4,3,18,0.6,02039413-v,08462066-n
bank,PWN-bank-v-1,PWN-bank-n-3,2,4,0.177777777777778,02039413-v,09213434-n
bank,PWN-bank-v-1,PWN-bank-n-1,3,3,0.183333333333333,02039413-v,09213565-n
bank,PWN-bank-v-1,PWN-bank-n-7,3,1,0.127777777777778,02039413-v,09213828-n
bank,PWN-bank-v-1,PWN-bank-n-6,15,18,1,02039413-v,13356402-n
bank,PWN-bank-v-1,PWN-bank-n-5,15,18,1,02039413-v,13368318-n
bank,PWN-bank-v-6,PWN-bank-v-5,2,2,0.122222222222222,02310855-v,02343056-v
bank,PWN-bank-v-6,PWN-bank-v-4,9,11,0.605555555555556,02310855-v,02343252-v
bank,PWN-bank-v-6,PWN-bank-v-3,1,1,0.0611111111111111,02310855-v,02343374-v
bank,PWN-bank-v-6,PWN-bank-n-9,1,1,0.0611111111111111,02310855-v,02787772-n
bank,PWN-bank-v-6,PWN-bank-n-8,8,7,0.461111111111111,02310855-v,04139859-n
bank,PWN-bank-v-6,PWN-bank-n-2,2,1,0.0944444444444444,02310855-v,08420278-n
bank,PWN-bank-v-6,PWN-bank-n-4,15,18,1,02310855-v,08462066-n
bank,PWN-bank-v-6,PWN-bank-n-3,15,18,1,02310855-v,09213434-n
bank,PWN-bank-v-6,PWN-bank-n-1,15,18,1,02310855-v,09213565-n
bank,PWN-bank-v-6,PWN-bank-n-7,15,18,1,02310855-v,09213828-n
bank,PWN-bank-v-6,PWN-bank-n-6,3,5,0.238888888888889,02310855-v,13356402-n
bank,PWN-bank-v-6,PWN-bank-n-5,3,4,0.211111111111111,02310855-v,13368318-n
bank,PWN-bank-v-5,PWN-bank-v-4,8,11,0.572222222222222,02343056-v,02343252-v
bank,PWN-bank-v-5,PWN-bank-v-3,2,1,0.0944444444444444,02343056-v,02343374-v
bank,PWN-bank-v-5,PWN-bank-n-9,1,1,0.0611111111111111,02343056-v,02787772-n
bank,PWN-bank-v-5,PWN-bank-n-8,7,7,0.427777777777778,02343056-v,04139859-n
bank,PWN-bank-v-5,PWN-bank-n-2,1,1,0.0611111111111111,02343056-v,08420278-n
bank,PWN-bank-v-5,PWN-bank-n-4,15,18,1,02343056-v,08462066-n
bank,PWN-bank-v-5,PWN-bank-n-3,15,18,1,02343056-v,09213434-n
bank,PWN-bank-v-5,PWN-bank-n-1,15,18,1,02343056-v,09213565-n
bank,PWN-bank-v-5,PWN-bank-n-7,15,18,1,02343056-v,09213828-n
bank,PWN-bank-v-5,PWN-bank-n-6,2,5,0.205555555555556,02343056-v,13356402-n
bank,PWN-bank-v-5,PWN-bank-n-5,2,4,0.177777777777778,02343056-v,13368318-n
bank,PWN-bank-v-4,PWN-bank-v-3,8,11,0.572222222222222,02343252-v,02343374-v
bank,PWN-bank-v-4,PWN-bank-n-9,9,10,0.577777777777778,02343252-v,02787772-n
bank,PWN-bank-v-4,PWN-bank-n-8,13,16,0.877777777777778,02343252-v,04139859-n
bank,PWN-bank-v-4,PWN-bank-n-2,7,10,0.511111111111111,02343252-v,08420278-n
bank,PWN-bank-v-4,PWN-bank-n-4,15,18,1,02343252-v,08462066-n
bank,PWN-bank-v-4,PWN-bank-n-3,15,18,1,02343252-v,09213434-n
bank,PWN-bank-v-4,PWN-bank-n-1,15,18,1,02343252-v,09213565-n
bank,PWN-bank-v-4,PWN-bank-n-7,15,18,1,02343252-v,09213828-n
bank,PWN-bank-v-4,PWN-bank-n-6,6,6,0.366666666666667,02343252-v,13356402-n
bank,PWN-bank-v-4,PWN-bank-n-5,8,7,0.461111111111111,02343252-v,13368318-n
bank,PWN-bank-v-3,PWN-bank-n-9,1,1,0.0611111111111111,02343374-v,02787772-n
bank,PWN-bank-v-3,PWN-bank-n-8,7,7,0.427777777777778,02343374-v,04139859-n
bank,PWN-bank-v-3,PWN-bank-n-2,1,1,0.0611111111111111,02343374-v,08420278-n
bank,PWN-bank-v-3,PWN-bank-n-4,15,18,1,02343374-v,08462066-n
bank,PWN-bank-v-3,PWN-bank-n-3,15,18,1,02343374-v,09213434-n
bank,PWN-bank-v-3,PWN-bank-n-1,15,18,1,02343374-v,09213565-n
bank,PWN-bank-v-3,PWN-bank-n-7,15,18,1,02343374-v,09213828-n
bank,PWN-bank-v-3,PWN-bank-n-6,2,5,0.205555555555556,02343374-v,13356402-n
bank,PWN-bank-v-3,PWN-bank-n-5,2,4,0.177777777777778,02343374-v,13368318-n
bank,PWN-bank-n-9,PWN-bank-n-8,8,6,0.433333333333333,02787772-n,04139859-n
bank,PWN-bank-n-9,PWN-bank-n-2,2,0,0.0666666666666667,02787772-n,08420278-n
bank,PWN-bank-n-9,PWN-bank-n-4,15,18,1,02787772-n,08462066-n
bank,PWN-bank-n-9,PWN-bank-n-3,15,18,1,02787772-n,09213434-n
bank,PWN-bank-n-9,PWN-bank-n-1,15,18,1,02787772-n,09213565-n
bank,PWN-bank-n-9,PWN-bank-n-7,15,18,1,02787772-n,09213828-n
bank,PWN-bank-n-9,PWN-bank-n-6,3,4,0.211111111111111,02787772-n,13356402-n
bank,PWN-bank-n-9,PWN-bank-n-5,3,3,0.183333333333333,02787772-n,13368318-n
bank,PWN-bank-n-8,PWN-bank-n-2,6,6,0.366666666666667,04139859-n,08420278-n
bank,PWN-bank-n-8,PWN-bank-n-4,15,18,1,04139859-n,08462066-n
bank,PWN-bank-n-8,PWN-bank-n-3,15,18,1,04139859-n,09213434-n
bank,PWN-bank-n-8,PWN-bank-n-1,15,18,1,04139859-n,09213565-n
bank,PWN-bank-n-8,PWN-bank-n-7,15,18,1,04139859-n,09213828-n
bank,PWN-bank-n-8,PWN-bank-n-6,7,10,0.511111111111111,04139859-n,13356402-n
bank,PWN-bank-n-8,PWN-bank-n-5,7,9,0.483333333333333,04139859-n,13368318-n
bank,PWN-bank-n-2,PWN-bank-n-4,15,18,1,08420278-n,08462066-n
bank,PWN-bank-n-2,PWN-bank-n-3,15,18,1,08420278-n,09213434-n
bank,PWN-bank-n-2,PWN-bank-n-1,15,18,1,08420278-n,09213565-n
bank,PWN-bank-n-2,PWN-bank-n-7,15,18,1,08420278-n,09213828-n
bank,PWN-bank-n-2,PWN-bank-n-6,1,4,0.144444444444444,08420278-n,13356402-n
bank,PWN-bank-n-2,PWN-bank-n-5,1,3,0.116666666666667,08420278-n,13368318-n
bank,PWN-bank-n-4,PWN-bank-n-3,1,18,0.533333333333333,08462066-n,09213434-n
bank,PWN-bank-n-4,PWN-bank-n-1,2,18,0.566666666666667,08462066-n,09213565-n
bank,PWN-bank-n-4,PWN-bank-n-7,2,18,0.566666666666667,08462066-n,09213828-n
bank,PWN-bank-n-4,PWN-bank-n-6,15,18,1,08462066-n,13356402-n
bank,PWN-bank-n-4,PWN-bank-n-5,15,18,1,08462066-n,13368318-n
bank,PWN-bank-n-3,PWN-bank-n-1,1,1,0.0611111111111111,09213434-n,09213565-n
bank,PWN-bank-n-3,PWN-bank-n-7,1,3,0.116666666666667,09213434-n,09213828-n
bank,PWN-bank-n-3,PWN-bank-n-6,15,18,1,09213434-n,13356402-n
bank,PWN-bank-n-3,PWN-bank-n-5,15,18,1,09213434-n,13368318-n
bank,PWN-bank-n-1,PWN-bank-n-7,2,2,0.122222222222222,09213565-n,09213828-n
bank,PWN-bank-n-1,PWN-bank-n-6,15,18,1,09213565-n,13356402-n
bank,PWN-bank-n-1,PWN-bank-n-5,15,18,1,09213565-n,13368318-n
bank,PWN-bank-n-7,PWN-bank-n-6,15,18,1,09213828-n,13356402-n
bank,PWN-bank-n-7,PWN-bank-n-5,15,18,1,09213828-n,13368318-n
bank,PWN-bank-n-6,PWN-bank-n-5,2,1,0.0944444444444444,13356402-n,13368318-n
bark,PWN-bark-v-5,PWN-bark-v-1,15,18,1,00511763-v,01047596-v
bark,PWN-bark-v-5,PWN-bark-v-4,15,18,1,00511763-v,01047745-v
bark,PWN-bark-v-5,PWN-bark-v-3,1,2,0.0888888888888889,00511763-v,01263784-v
bark,PWN-bark-v-5,PWN-bark-v-2,3,4,0.211111111111111,00511763-v,01263904-v
bark,PWN-bark-v-5,PWN-bark-n-3,15,18,1,00511763-v,02793199-n
